file_name,total_frames,most_frequent_emotion,pct_happy,pct_sad,pct_angry,pct_neutral,pct_fear,pct_surprise,pct_disgust
MarkRutte_MariekeElsinga.mkv,7,neutral,28.57,14.29,0,42.86,14.29,0,0
